id,sourceFile,sourceType,section,domain,skill,difficulty,questionType,correctAnswer,reviewStatus,visibility,publicationStatus,contentAuditVersion,contentAuditVerdict,promptWords,severity,issues,warnings,governance,topicKey,skeletonKey
antigravity-4823c83d,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Hard,multiple_choice,C,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,76,pass,,,private_family_only,studios,during the #v streaming platforms disrupted the traditional film industry model in which theatrical releases generated the majority of v film v revenue studios initially resisted t
antigravity-e7100af0,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Hard,multiple_choice,B,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,88,pass,,,private_family_only,traditions,musicologist philip tagg has argued that western classical music theory which prioritizes harmony and notation has systematically marginalized musical traditions that emphasize rhy
antigravity-a0048db2,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,multiple_choice,D,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,126,pass,,,private_family_only,bauhaus,while researching the bauhaus art school v student has taken the following notes the bauhaus # # was founded in weimar germany by architect walter gropius its central principle was
antigravity-063e9b3f,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,multiple_choice,D,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,149,pass,,,private_family_only,ecosystems,while researching deep sea hydrothermal vents v student has taken the following notes hydrothermal vents were first discovered in # on the gal pagos rift at v depth of approximatel
antigravity-343c621b,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,multiple_choice,B,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,143,pass,,,private_family_only,united,while researching the history of timekeeping v student has taken the following notes before the railroad era each city in the united states set its own local time based on the sun 
antigravity-30d4cdfd,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,multiple_choice,C,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,143,pass,,,private_family_only,bilingualism,while researching the neuroscience of bilingualism v student has taken the following notes bilingual individuals regularly suppress one language while using the other engaging exec
antigravity-92c358ee,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Rhetorical Synthesis,Hard,multiple_choice,D,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,131,pass,,,private_family_only,environmental,while researching urban farming v student has taken the following notes vertical farms grow crops in stacked indoor layers using led lighting and hydroponic water based soilless sy
antigravity-569d6fa2,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,A,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,38,pass,,,private_family_only,hydrothermal,the marine biologist along with her team of graduate researchers currently analyzing water samples collected from hydrothermal vents in the mid atlantic ridge which choice complete
antigravity-1c42c4ba,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,C,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,43,pass,,,private_family_only,negotiation,after months of negotiation the labor union finally reached an agreement with management under the new contract each employee entitled to fifteen days of paid leave annually which 
antigravity-aeee8cc3,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,B,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,37,pass,,,private_family_only,immediately,the architect designed the library so that visitors entering the atrium immediately drawn to the floor to ceiling windows overlooking the sculpture garden which choice completes th
antigravity-d590a429,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,A,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,36,pass,,,private_family_only,conventions,neither the ceo nor the board members willing to approve the merger without first consulting the company v antitrust legal team which choice completes the text so that it conforms 
antigravity-6a534f65,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,A,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,44,pass,,,private_family_only,documentary,the documentary filmmaker spent three years in the amazon during which time she recorded the rituals of an indigenous community and their oral histories in v digital archive which 
antigravity-7e97ced8,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Hard,multiple_choice,B,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,42,pass,,,private_family_only,conventional,renowned for innovative use of syncopation and blue notes jazz pianist thelonious monk composed pieces that challenged conventional harmonic structures and redefined the boundaries
antigravity-6fd89ab3,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Hard,multiple_choice,A,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,48,pass,,,private_family_only,theoretically,having been raised in v multilingual household where mandarin french and arabic were spoken the linguist possessed an intuitive understanding of code switching that most of her mon
antigravity-0dbbe31e,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Hard,multiple_choice,D,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,50,pass,,,private_family_only,construction,the city council voted to fund the construction of v new community center v decision that many residents praised for potential to revitalize the economically depressed neighborhood
antigravity-59ce7ab0,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Hard,multiple_choice,C,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,43,pass,,,private_family_only,pharmaceutical,the pharmaceutical company v latest drug trial which involved over # participants across twelve countries results that contradicted the preliminary findings from the smaller phase 
antigravity-427bcbdb,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Hard,multiple_choice,A,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,50,pass,,,private_family_only,circumstances,to fully appreciate the complexity of the composer v late string quartets one must understand not only the formal innovations in their harmonic language the biographical circumstan
antigravity-6d662e47,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,A,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,40,pass,,,private_family_only,language,v literary critic argues that george orwell v essay politics and the english language # remains relevant because political language continues to be used to obscure rather than clar
antigravity-8e2c61a8,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,D,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,39,pass,,,private_family_only,transcontinental,historian maria chen argues that the construction of transcontinental railroads in the #th century accelerated cultural homogenization across the united states by enabling rapid di
antigravity-7a029597,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,multiple_choice,D,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,41,pass,,,private_family_only,expectations,sociologist james liu contends that remote work policies adopted during the covid # pandemic have permanently altered employees expectations about workplace flexibility even in ind
antigravity-1f9a609f,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,multiple_choice,C,reviewed,private_family,private_auto_reviewed,antigravity-pass-bulk-review-2026-05-18,pass,47,pass,,,private_family_only,representations,art historian priya nair claims that the italian renaissance v emphasis on naturalistic perspective in painting was not purely an aesthetic innovation but was driven by the practic
