id,bank,sourceType,section,domain,skill,difficulty,sourceSignalId,sourceReference,reviewStatus,templateFormId,templateFormRank,templateMaxVisible,calculationEaseScore,roundAnswerPreferred,practicePool,skeletonId,skeletonRank,skeletonSize,skeletonCoreLimit,skeletonActiveLimit,questionType,verdict,studentUse,issues,correctAnswer,correctChoice,prompt
archive-ai-archive-signal-2018-oct-answers-003,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-352fe259,6,3,3,False,core_pool,skel_0c583a1c,1,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,C,; by,"By June, the biology class had finished week 27 of the lab notebook after reviewing 89 records ______ by September, the lab partners had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-004,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-0b40dd0a,1,3,2,False,core_pool,skel_c8b96fab,1,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,B,; by,"By June, the museum staff had finished week 45 of the data review after reviewing 17 records ______ by September, the visiting scholars had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-005,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-86517547,8,3,3,False,core_pool,skel_dbac1af8,2,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,; by,"By June, the astronomy club had finished week 63 of the exhibit plan after reviewing 35 records ______ by September, the data team had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-006,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-8a130e53,8,3,3,False,core_pool,skel_a0c50db8,2,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,; by,"By June, the garden volunteers had finished week 81 of the prototype after reviewing 53 records ______ by September, the neighborhood association had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-007,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-352fe259,7,3,3,False,core_pool,skel_0c583a1c,2,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,C,; by,"By June, the biology class had finished week 2 of the lab notebook after reviewing 71 records ______ by September, the lab partners had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-008,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-0b40dd0a,7,3,3,False,core_pool,skel_c8b96fab,2,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,B,; by,"By June, the museum staff had finished week 20 of the data review after reviewing 89 records ______ by September, the visiting scholars had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-009,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-86517547,1,3,2,False,core_pool,skel_dbac1af8,3,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,; by,"By June, the astronomy club had finished week 38 of the exhibit plan after reviewing 17 records ______ by September, the data team had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-010,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-8a130e53,9,3,3,False,core_pool,skel_a0c50db8,3,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,; by,"By June, the garden volunteers had finished week 56 of the prototype after reviewing 35 records ______ by September, the neighborhood association had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-011,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-352fe259,8,3,3,False,core_pool,skel_0c583a1c,3,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,C,; by,"By June, the biology class had finished week 74 of the lab notebook after reviewing 53 records ______ by September, the lab partners had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-012,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-0b40dd0a,8,3,3,False,core_pool,skel_c8b96fab,3,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,B,; by,"By June, the museum staff had finished week 92 of the data review after reviewing 71 records ______ by September, the visiting scholars had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-013,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-86517547,9,3,3,False,core_pool,skel_dbac1af8,4,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,; by,"By June, the astronomy club had finished week 13 of the exhibit plan after reviewing 89 records ______ by September, the data team had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-014,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-8a130e53,1,3,2,False,core_pool,skel_a0c50db8,4,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,; by,"By June, the garden volunteers had finished week 31 of the prototype after reviewing 17 records ______ by September, the neighborhood association had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-015,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-352fe259,1,3,2,False,core_pool,skel_0c583a1c,4,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,C,; by,"By June, the biology class had finished week 49 of the lab notebook after reviewing 35 records ______ by September, the lab partners had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-016,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-0b40dd0a,9,3,3,False,core_pool,skel_c8b96fab,4,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,B,; by,"By June, the museum staff had finished week 67 of the data review after reviewing 53 records ______ by September, the visiting scholars had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-017,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-86517547,10,3,3,False,core_pool,skel_dbac1af8,5,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,A,; by,"By June, the astronomy club had finished week 85 of the exhibit plan after reviewing 71 records ______ by September, the data team had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-018,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-8a130e53,10,3,3,False,core_pool,skel_a0c50db8,5,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,D,; by,"By June, the garden volunteers had finished week 6 of the prototype after reviewing 89 records ______ by September, the neighborhood association had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-019,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-352fe259,2,3,2,False,core_pool,skel_0c583a1c,5,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,C,; by,"By June, the biology class had finished week 24 of the lab notebook after reviewing 17 records ______ by September, the lab partners had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-020,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-0b40dd0a,2,3,2,False,core_pool,skel_c8b96fab,5,10,5,10,multiple_choice,needs_review,generated_needs_review,missing_current_generated_content_audit,B,; by,"By June, the museum staff had finished week 42 of the data review after reviewing 35 records ______ by September, the visiting scholars had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-021,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-86517547,11,3,3,False,remedial_pool,skel_dbac1af8,6,10,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,A,; by,"By June, the astronomy club had finished week 60 of the exhibit plan after reviewing 53 records ______ by September, the data team had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-022,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-8a130e53,11,3,3,False,remedial_pool,skel_a0c50db8,6,10,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,D,; by,"By June, the garden volunteers had finished week 78 of the prototype after reviewing 71 records ______ by September, the neighborhood association had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-023,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-352fe259,9,3,3,False,remedial_pool,skel_0c583a1c,6,10,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,C,; by,"By June, the biology class had finished week 96 of the lab notebook after reviewing 89 records ______ by September, the lab partners had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-024,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-0b40dd0a,3,3,2,False,remedial_pool,skel_c8b96fab,6,10,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,B,; by,"By June, the museum staff had finished week 17 of the data review after reviewing 17 records ______ by September, the visiting scholars had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
archive-ai-archive-signal-2018-oct-answers-025,Archive AI,ai_generated,Reading and Writing,Standard English Conventions,Boundaries,Medium,archive-signal-2018-oct-answers,SAT/REAL TESTS/2018_Oct_Answers.pdf,reviewed,form-86517547,2,3,2,False,remedial_pool,skel_dbac1af8,7,10,5,10,multiple_choice,needs_review,remedial_only_after_miss,missing_current_generated_content_audit,A,; by,"By June, the astronomy club had finished week 35 of the exhibit plan after reviewing 35 records ______ by September, the data team had begun testing the results.

Which choice completes the text so that it conforms to the conventions of Standard English?"
