id,sourceFile,sourceIndex,sourceType,section,domain,skill,difficulty,questionType,practicePool,priority,reason,severity,issues,warnings,depthFlags,explanationWords,correctExplanationWords,distractorExplanationCount,topicKey
antigravity-15bc5e27,antigravity-bank.json,2299,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,organizational
antigravity-1fa68434,antigravity-bank.json,2778,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,oversimplified
antigravity-3493d1e4,antigravity-bank.json,2731,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,philosophy
antigravity-4ecf9563,antigravity-bank.json,2511,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,unemployment
antigravity-52b47345,antigravity-bank.json,1800,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,construction
antigravity-78e2a49c,antigravity-bank.json,2194,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,subsequently
antigravity-8a2f1bb5,antigravity-bank.json,2872,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,dual-line
antigravity-8e839753,antigravity-bank.json,2250,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,security
antigravity-a0714961,antigravity-bank.json,1933,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,paintings
antigravity-ba506b10,antigravity-bank.json,1762,antigravity,Reading and Writing,Information and Ideas,Inferences,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,philadelphia
antigravity-bd4c53d8,antigravity-bank.json,2004,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,technologies
antigravity-c441dd74,antigravity-bank.json,1828,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,over-reliance
antigravity-c771cccd,antigravity-bank.json,2263,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,cross-referencing
antigravity-cdb1c2de,antigravity-bank.json,2121,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,revolutionized
antigravity-ce623db2,antigravity-bank.json,2912,antigravity,Reading and Writing,Craft and Structure,Words in Context,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,deliberately
antigravity-d0257e6d,antigravity-bank.json,2288,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,classified
antigravity-da373f39,antigravity-bank.json,2499,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,commitments
antigravity-de7359b0,antigravity-bank.json,1501,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,demolishing
antigravity-e80f5ea4,antigravity-bank.json,2271,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,chronological
antigravity-fb714e8f,antigravity-bank.json,2871,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,studied
antigravity-fd7efc05,antigravity-bank.json,1509,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,world-class
antigravity-ffaf3b4b,antigravity-bank.json,2772,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:5_words;generic_distractor_teaching,41,5,3,environmental
antigravity-09fd88bf,antigravity-bank.json,1535,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,environmental
antigravity-1136feb4,antigravity-bank.json,1849,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,five-minute
antigravity-21516181,antigravity-bank.json,2542,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,corporations
antigravity-2199ec80,antigravity-bank.json,2044,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,manufacturing
antigravity-2c30b88d,antigravity-bank.json,2265,antigravity,Reading and Writing,Craft and Structure,Words in Context,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,prosecutors
antigravity-31b37282,antigravity-bank.json,1645,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,renaissance
antigravity-33dfbb4d,antigravity-bank.json,1675,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,effectiveness
antigravity-3eb8845e,antigravity-bank.json,2911,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,damaged
antigravity-4be86eca,antigravity-bank.json,2514,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,concluded
antigravity-557e846d,antigravity-bank.json,1796,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,maintaining
antigravity-5ad8e555,antigravity-bank.json,2305,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,productivity
antigravity-611545ec,antigravity-bank.json,2199,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,quadrupled
antigravity-68ae7399,antigravity-bank.json,2434,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,surveillance
antigravity-6e9d5aa5,antigravity-bank.json,1626,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,shortlisted
antigravity-76838f49,antigravity-bank.json,2629,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,conventional
antigravity-7bc8825a,antigravity-bank.json,1677,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,temperatures
antigravity-7cf2bbdb,antigravity-bank.json,1864,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,psychologists
antigravity-8585591e,antigravity-bank.json,2864,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,literacy
antigravity-99924e58,antigravity-bank.json,2428,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,negotiations
antigravity-9fc53ea6,antigravity-bank.json,1820,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,technosignatures
antigravity-a48ff0c7,antigravity-bank.json,2084,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,antibiotic
antigravity-a527b72d,antigravity-bank.json,2160,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,independently
antigravity-b690fd79,antigravity-bank.json,2721,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,catastrophic
antigravity-cda2aa5e,antigravity-bank.json,2157,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,disproportionately
antigravity-d296bfe6,antigravity-bank.json,2718,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Quantitative,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,electric
antigravity-dd8f20a4,antigravity-bank.json,1759,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,explanation_does_not_mention_correct_answer,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,unconventional
antigravity-dea3fc18,antigravity-bank.json,2382,antigravity,Reading and Writing,Information and Ideas,Central Ideas and Details,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_rw_explanation:6_words;generic_distractor_teaching,42,6,3,unexpectedly
