sourceIndex,id,status,currentDomain,currentSkill,inferredDomain,inferredSkill,difficulty,correctAnswer,correctText,oldCorrectWords,oldCorrectMeetsMinimum,flagCount,flags
1333,43efb000,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"While these shows can be entertaining, the text states that they also provide a rich tapestry of information about the challenges facing...",34,True,0,
378,a7793d8e,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Words in Context,Medium,A,create a sense of intimacy and connection with the reader.,34,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Words in Context
220,b45636c2,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Information and Ideas,Inferences,Medium,B,provide evidence to support the author’s claims.,34,True,2,domain_mismatch:Craft and Structure->Information and Ideas;skill_mismatch:Text Structure and Purpose->Inferences
155,e421849f,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Medium,A,create a sense of intimacy and connection with the reader.,34,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
455,e54c918d,needs_metadata_or_quality_review,Information and Ideas,Inferences,Craft and Structure,Words in Context,Medium,A,to create a sense of intimacy and connection with the reader.,34,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Inferences->Words in Context
82,f54c918d,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Words in Context,Medium,A,create a sense of intimacy and connection with the reader.,34,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Words in Context
1363,f54c918d,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Words in Context,Medium,A,create a sense of intimacy and connection with the reader.,34,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Words in Context
327,f74512b3,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Medium,B,explain how the rise of the automobile led to a number of social and cultural changes.,34,True,0,
206,random_id_a3,needs_metadata_or_quality_review,Information and Ideas,Inferences,Craft and Structure,Words in Context,Medium,A,to create a sense of intimacy and connection with the reader.,34,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Inferences->Words in Context
1239,random_id_a6,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Medium,A,create a sense of intimacy and connection with the reader.,34,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
1332,random_id_c8,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"The telephone allowed people to communicate with each other over long distances, previously impossible.",34,True,0,
1367,random_id_c9,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,"The history of the world is not a simple story of progress, but a complex tapestry of events, ideas, and people.",34,True,0,
296,45a109a3,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,B,To contrast the driver's calmness with the narrator's fear.,35,True,0,
113,5781f95d,needs_metadata_or_quality_review,Craft and Structure,Cross-Text Connections,Craft and Structure,Text Structure and Purpose,Medium,A,provide a specific example of the speaker’s relationship to the natural world.,35,True,1,skill_mismatch:Cross-Text Connections->Text Structure and Purpose
685,63f12476,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"It was built by ancient Egyptians, and it is said to have been carved from a single block of limestone.",35,True,0,
248,8a764777,safe_to_upgrade,Craft and Structure,Words in Context,Craft and Structure,Words in Context,Medium,B,imply that the speaker is unsure about the claim’s validity.,35,True,0,
620,a86c0b1b,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Medium,B,highlight the impact of the earthquake on human life.,35,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
1374,d4f3a11d,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Craft and Structure,Words in Context,Medium,A,create an image in the reader's mind.,35,True,2,"domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Form, Structure, and Sense->Words in Context"
839,e86a412c,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Craft and Structure,Words in Context,Medium,B,contrast the protagonist’s feelings about solitude and companionship.,35,True,1,skill_mismatch:Text Structure and Purpose->Words in Context
420,random_id_a2,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,C,the discovery of the Higgs boson is a major milestone in our understanding of the universe.,35,True,0,
324,random_id_a9,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,"The rapid advancement of AI has led to a variety of new applications, but the potential risks are also significant.",35,True,0,
1071,random_id_b5,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Medium,C,the craftsperson is very careful and precise in their work.,35,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
776,random_id_c2,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"This is a significant finding because it suggests that city residents may be at higher risk of developing certain health conditions, such...",35,True,0,
722,random_id_c6,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"The study’s findings suggest that for those who are struggling with stress or burnout, spending time in nature might be a helpful way to...",35,True,0,
1003,random_id_c7,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Information and Ideas,Inferences,Medium,C,emphasize the importance of the speaker’s message.,35,True,1,skill_mismatch:Central Ideas and Details->Inferences
1359,random_id_d6,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Craft and Structure,Words in Context,Medium,A,create a vivid image of the crowd.,35,True,1,skill_mismatch:Text Structure and Purpose->Words in Context
166,random_id_e1,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,provide evidence for the claim that globalization has had a significant impact on national cultures.,35,True,0,
147,random_id_e3,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Craft and Structure,Words in Context,Medium,C,create a sense of mystery and suspense for the reader.,35,True,1,skill_mismatch:Text Structure and Purpose->Words in Context
289,random_id_eng,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,Dry farming was a technique used by European settlers in the American West to cultivate land in arid regions.,35,True,0,
456,random_id_eng1,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,B,contrast the benefits of the technology with its limitations.,35,True,0,
1148,4515c65d,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"mesmerizing, but also unusual, and scientists think that the dancing fish’s movements are a way for the fish to attract mates.",36,True,0,
561,493d9112,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Information and Ideas,Inferences,Medium,B,suggest that the narrator is nostalgic for a time in the past.,36,True,2,domain_mismatch:Craft and Structure->Information and Ideas;skill_mismatch:Text Structure and Purpose->Inferences
1434,6b21c548,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Medium,C,emphasize the vulnerability of species to changes in their environment.,36,True,0,
179,76ea354b,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Medium,B,describe the benefits of listening to the type of music studied.,36,True,0,
677,a86c0b1b,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Expression of Ideas,Rhetorical Synthesis,Medium,C,"In the time since ancient cultures described the Pleiades as having seven stars, two of the cluster’s stars have moved so close together...",36,True,2,domain_mismatch:Craft and Structure->Expression of Ideas;skill_mismatch:Text Structure and Purpose->Rhetorical Synthesis
508,d38923e4,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,C,emphasize the power of the storm.,36,True,0,
235,random_id_15,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Information and Ideas,Central Ideas and Details,Medium,B,add deeper meaning to the text.,36,True,2,domain_mismatch:Craft and Structure->Information and Ideas;skill_mismatch:Text Structure and Purpose->Central Ideas and Details
856,random_id_21,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,C,explain the significance of the event.,36,True,0,
976,random_id_a1,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Medium,B,emphasize the difficulty of the work being discussed.,36,True,0,
412,random_id_a4,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,provide a sense of hope and closure for the reader.,36,True,0,
898,random_id_a5,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Medium,B,"He finds solace in painting and drawing, often using his art to express his feelings and emotions.",36,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
1072,random_id_b8,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Text Structure and Purpose,Medium,B,explaining why the author is committed to preserving the house.,36,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Text Structure and Purpose
1311,random_id_c5,needs_metadata_or_quality_review,Expression of Ideas,Rhetorical Synthesis,Information and Ideas,Inferences,Medium,C,makes the new approach seem more appealing to the reader.,36,True,2,domain_mismatch:Expression of Ideas->Information and Ideas;skill_mismatch:Rhetorical Synthesis->Inferences
795,random_id_c7,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,C,be a catalyst for social change.,36,True,0,
